10	Officials in  Colombia say they have killed 14 members of the farc rebel group , including a former commander , in an air attack on a encampment in the south of the country . They also believe they were involved in a drug trafficking ring .
11	"Al Qaeda is investigating the discovery of an empty rocket launcher tube on the front lawn of a home , officials say . They say the device was a shoulder-fired weapon , but they are not considered to be a ""hazard to public safety ."
12	A series of bombings and attempted bomb attacks in the mainland uk since the 1970s have been published by the BBC . Here is a timeline of the attacks , which have taken place across the UK in the past five years . These are some of the key moments in a series of attacks that have left dozens of people killed . BBC News looks at the timelines of the bombings , and how they have changed the way they were carried out in the last few
13	The US state of California has been hit by a massive earthquake , which left about 2,000 people without power , the usgs said .
14	A suicide bomb has exploded in a crowd waiting to see Algeria 's president , according to the country's state-run news agency - cnn -rrb .
15	Australian bees may be resistant to a virus linked to colony collapse disorder , a study suggests . Scientists say they are concerned that the virus could be responsible for the collapse of honey bee colonies across the united states , but scientists believe they do not believe it is actually linked . BBC Earth's weekly The Lancet reports that a new study reveals why bees in the northern hemisphere are resistant. Why
16	US President George W. Bush is expected to have a routine colonoscopy , the White House says , while his own colon cancer is being treated during a chemotherapy procedure .
17	British bankers have urged customers to withdraw cash from their accounts amid fears that the global credit crunch could raise funds through commercial borrowing difficult , according to the British Bankers ' Association .
18	The world 's famous footballer , David beckham , has announced his new shirt number . cnn looks at what makes the man tick as he takes his game to u.s. major league football , and how he has become a celebrity - and how does he become an accepted part of the global
19	The third top Brazilian player to join the champions league in three days has signed a loan deal with a German club , according to a club's spokesman . ailton ewerthon is expected to join a third club .
20	"-lrb - lindsay ohon 's legal troubles have left  Hollywood wondering whether she is too risky to cast in a film , according to underwriting experts . BBC News looks at how the industry is coping with the latest twists in the row over the actress's future , and what could a  BBC documentary tell us about the fate of a Hollywood actress who has been in prison for almost a year . - "" i'm"
21	"In our series of letters from writers , writers and historians explain why they couldn't be able to write a song written by their favourite artists , but what does it mean for those readers , and why does this really mean ? They explain how they were written .    BBC Scotland's weekly The Boss series takes a look at some of the most famous songs of the 1970s , 1970s and 1980s . BBC Culture's "" l i n ' s n' t e ' c y 't ' andy warhol ' in the 1980s and ' 80s ', which inspired a new generation of singers , who have been a"
22	The story of a five-year-old boy killed by an earthquake in northern Iraq has been told by the BBC's weekly The Boss . The story tells the story of the boy's horrors , and how he was able to become a spider-man fan , when he ended up being a boy .   But  why does this happen ? The BBC spoke to youssif , an iraqi boy , who was killed in the ' evacuation ' and the boy who had a long-term i n exposure to spongebob and other superheroes in the city of e n' t a
23	Police investigating the alleged armed robbery of sports memorabilia in Las Vegas have released a mug shot of o.j. simpson , who has been arrested on charges of robbery and assault , according to a police officer . FBI officials say they have no information leading them to believe anyone was a  . BBC News looks at how a man was carrying a firearm during an alleged robbery in a Las Vegas hotel room. a BBC investigation .. i n i c l y s s Simpson , accused of having a
24	The killing of an iraqi civilian in 2006 is being investigated by a US navy officer , a court has heard . Another convicted of kidnapping has been sentenced to a reduction in rank and will receive a bad-conduct discharge .
25	Italy and Roma threaten to quit the Italian players association , in a row over the starting date of the next series a season . The BBC's weekly The Boss series takes a look at the row .
26	US authorities have charged a former federal contractor with stealing classified uranium material from a US nuclear power station , a court has heard . FBI sources say the former contractor tried to sell the material to a French agent , but he did not believe the material would be used to injure the united states . BBC News looks at the facts of a case against a man accused of attempting to steal nuclear material from an undercover frozen company. a top US lawyer is being seeking a new FBI agent to expose the threat to the nuclear weapons
27	The ultimate search has been suspended after a contestant drowned in preparation for a TV survival show , according to a dutch brewer which is sponsoring the show .
28	"In our series of letters from African journalists , the BBC's weekly The Boss series profiles different business leaders from around the world . This week we speak to Paul lee , a former subway technician in China , who bought a kidney from an executed prisoner to buy a new lease of life for his sister .  But the growing amount of organ donations in the world is increasing , and why is it so expensive for a living donor? BBC   . "" ' ' and ' "" , in these three countries , there is a "" black market  "" where millions of people - including China  - are buying their livers from foreigners - to buy organs from poorer countries to a better life - and how expensive is the trade - but how much is it being paid for ? - asks a doctor in northern China and northern Turkey - it is being used to selling their organs to strangers ."
29	"A row of headstones has broken out in the Iraqi city of Falluja , where a child died when a car exploded . The BBC's weekly The Boss series profiles different children of war and natural disasters from around the world . This week we speak to a young Palestinian boy whose story tells the story .   . "" i remember my cousin , who died on the scene of the explosion , he remembered her screams "
30	Relatives of the 89 people killed in a plane crash in southern  Thailand have returned to their loved ones , officials say , as they gathered outside the airport to remember the bodies of those killed . authorities say they are trying to identify the remains of the victims , but they say the s estimated bodies are still in stable condition and a critical condition .
31	"Princess diana , the best mother in the world , has died at the age of 99. she was a guardian , friend and protector of us , but she never once allowed her unfaltering love for us to go unspoken or undemonstrated . why would she have wished to be remembered as she would.   BBC Scotland's Catherine O'Connor has been speaking to Prince william on the 10th anniversary of her death , and why. ' s y n 't i 'n' t e n't it ? ' and what 's it ' "" . "" - when he told us in a BBC speech , in which he said , "" when she took her own life , he would have wishes , when i was alive , she has always been able to make us feel very proud of her , so why he took for granted her unrivaled love of life and laughter , fun and folly , to remember her every day , as he describes her as a great mother , who was always a hero , that would not have been allowed to forget , her actions have changed our lives forever ."
32	US state department officials are investigating allegations that security firm blackwater illegally sold weapons to a contractor in iraq . u.s. government sources have said the firm is in the early stages of an investigation into alleged smuggling of arms into the country .
33	"US media have clashed over a new documentary about the health care system in the US , which has been criticised by a leading doctor and a doctor . CNN - rrb - has been accused of being a ""shameful system"" and says it is broken . The BBC's Geeta Pandey explains . "" sicko ''"
34	France's foreign minister  Bernard Kouchner has been criticised for his warning that iran would be a nuclear-armed state . why has he become the first French minister to announce a war against the country , writes the BBC's Tom de Castella , which explains why he is not a politician , and how does he describe his stance on iran and why is he a hard-spoken politician who says he doesn't 
35	The club's midfielder has been forced to withdraw from training because of a broken cheekbone during a match .
36	"The US House of Representatives has rejected a threat to block access to a key air base for u.s. troops in iraq if Turkey cuts off access to an air base in southern Turkey. The pentagon says it is preparing to set up new supply routes for soldiers in the mideast and Asia .  But what does the threat mean for the military , and why is it being called genocide - and what could be a ""catastrophic"" ."
37	The cost of political and issue-advocacy television advertising in the US presidential election could reach $ 800 million a year , according to a new report . Why is this spending almost twice as much as the cost of ballot measures in the coming years , and how could it be spent on advertising this year ? BBC America's weekly The Boss series profiles some of the most significant political advertising trends in the battle for the White House election cycle. While the BBC's BBC Reality Check submitted a BBC investigation into the cost and challenges , the BBC News website says the cost is a hugely significant. However , it could cost millions of dollars - a record $800 million - in a bid to influence the election
38	India has elected its first female president , in what supporters are calling a boost for the rights of millions of women , despite a bitter campaign marked by violence . Why is this a victory for women in the country - and why is it so important to women - to be elected in a country where a woman 's victory could become a symbol of a new generation of female politicians , reports the BBC's Geeta Pandey .
39	Scientists and scientists believe the global warming trend is changing the world 's climate and geography . Why is the phenomenon really happening and why does it affect the planet's geography and climate ? BBC Earth's Chris Stokel-Walker explains the reasons behind the discovery of an island in the southern eastern coast of Greenland , and what is it like for climate change , asks the BBC's James Jeffrey , who has a BBC a .. BBC Earth ' s n i d i n' t e n they have a long-term understanding of how the world's temperatures can change and how they could change the atmosphere , but why is there a change in the environment , which could cause a
40	Spanish authorities have accused the charity zoe 's ark of kidnapping and extorting hundreds of children from a chadian village in the eastern city of abeche , where they tried to put them on a plane to France , aid agencies say . They say they are innocent and should be freed . BBC Monitoring reports from abeche have been told a group of journalists and flight crew have been arrested in a row over the kidn. . the BBC's BBC Africa Eye's s e n i n c u l r b e c a charity worker and a French jet crew is among those accused of being kidnapped .
41	Officials in California have declared a state of emergency after a landslide left hundreds of homes evacuated and thousands left without power , according to local media reports . Residents have been told they cannot return to their homes by early thursday morning , but officials say they are struggling to cope . BBC News reports from San diego , California .
42	One of the world's most successful women's tennis players is seeking a second victory in the u.s. open tournament , which takes place in Moscow on Saturday . They are looking forward to winning their first tournament in a year .
43	"Pakistan is at a critical and dangerous juncture , threatened by rising tensions and spreading terrorism , the country's foreign ministry has warned , and says it is a step backward in the path of civilian rule , after a state of emergency ordered troops to take a television station 's equipment .  . BBC News looks at the latest twists and turns of violence in the country , in which a prominent opposition leader   a "" political crisis  ' seeking a new democracy ' in Pakistan , who is threatening to become the third largest democracy in the world - and the threat of a"
44	US prosecutors have arrested the chief operating officer of a children 's museum , accused of sending child pornography to people he believed to be a 12-year-old girl and her daughter , according to a US attorney . singer has been charged with sending images of child pornographic images to undercover police. a BBC investigation has revealed that a singer is being arrested in the US , and he is facing up to 40 years in prison . BBC America's BBC News
45	The drought in the southern US means more than just brown lawns to the people in the town , according to a new report . The BBC's weekly The Boss series profiles different communities from around the world , from southern America , to the southeast of the country , and from the northern states of Alabama , Georgia and Georgia .  But what does this mean for those who live in and around the town of orme , tennessee ?
46	A man accused of raping a teenage girl has appeared in a preliminary court hearing , according to prosecutors . Another man has been charged with lewdness with a minor , sexual assault and use of a child in the production of pornography . The jury says he is overwhelmed by the public opinion . BBC News looks at the latest twists and turns of the rape case , and says it would have been better if he was found
47	US President George W. Bush 's nominee to lead the US justice department has been given the go-ahead by the US Senate . Republicans have said they would vote in favour of mukasey despite a row over waterboarding , which threatens to derail the approval of a new attorney general nominees . BBC News looks back at the latest twists in the row between senators and former judges - including a
48	At least 19 people have been killed in clashes between ethiopian troops and Islamic insurgents in the capital of somalia , reports say . Islamic militants are believed to have been targeted by al-Qaeda in Somalia .
49	Investigators investigating the disappearance of a police officer are investigating whether it was a homicide , a judge has told the BBC . Detectives say they are looking at the case as a possible homicide and their husband is being suspected , and the judge signed an order to exhume the body of his  .. Why is the case being investigated - and what is it like to be treated - a potential murder , police have said.  But what does 
50	China has suspended exports of a huge number of craft toys amid reports they contain a powerful drug , u.s. safety officials have told a state-run news agency . They have caused some children to become comatose and have seizures , the rights watchdog told the CNN .. . the authorities say they have ordered an investigation into the contamination of the beads .
51	South Africa's fast bowlers have scored their best five-wicket haul in the first two matches of the World Cup in a row between their opponents and their neighbours . They failed to maintain their top five in their second matches .
52	For the first time since the start of the iraq war , thousands of iraqi refugee girls have fled their homeland in the Middle East . jordan has become the first country in the world to allow their children to enrol in state-funded schools . The BBC's Rebecca Henschke takes a look at why the growing threat of a massive population shift in the middle east is putting a big strain on the school system . Here is the story of those who have a long-term implications for those seeking a new life , and what is going to
53	"-rrb - a few ways to celebrate the start of the summer . -lrb- what does it really mean ? - and - how would you choose to spend a summer evening in a hammock , while - in the sunshine , or in the beach , and when you ' sweep on a beach - it's the best way to avoid the cold , hot summer nights , asks the BBC's charity . "" 'l rb"
54	"-lrb , - a growing number of web sites , blogs and bulletin boards that preach the gospel of the grape in terms of ratings and reputation , are being created across the internet . The BBC's weekly The Boss series profiles different business leaders from around the world , from the UK , the UK, . . BBC News , asks , what is going to be done to promote the spirit of wine , and why are these websites - and how a BBC  .. BBC Radio 4's (BBC News   ) . "" ' wine library TV ' , in a bid to make a new generation of wine geeks , who have been a"
55	The u.n. refugee agency says thousands of people have fled their camps in north kivu province as rebel troops attacked government forces in the area , according to a spokesman for the unhcr . Residents are moving from site to site , direction goma , to goma.   a BBC investigation has revealed .
56	This is a full transcript of how to apply lipstick perfectly , along with the most flattering shades for day and night , and how to protect against the effects of a lack of sunscreen . - and - how do you apply the lipstick correctly ? - explains a guide to how to use it. ' Why does it really work ? and why does a lot of lipstick really appear to have a big comeback ? BBC 
57	For the first time since the start of the iraq war , thousands of iraqi refugee girls have fled their homeland in the Middle East . jordan has become the first country in the world to allow their children to enrol in state-funded schools . The BBC's Rebecca Henschke takes a look at why the growing threat of a massive population shift in the middle east is putting a big strain on the school system . Here is the story of those who have a long-term implications for those seeking a new life , and what is going to
58	The devastating cyclone sidr has killed more than 3,000 people in the southern region of  Bangladesh . The BBC's Geeta Pandey looks back at the damage caused by the storm , which has left thousands of people without shelter , and explains why they are still unable to return to their homes . a BBC investigation has revealed why hundreds of families are still missing as they wait to find their loved ones in single graves. ' -' a few hundred thousand - and the flooding could threaten the country's largest flood-ravaged region 
59	Scotland has secured qualification for the Euro 2008 after winning two goals in the first half of the match . Here's what happened to scotland and their teams in the finals of this year's Euro 2008 finals . Scotland's victory means their hopes of reaching the final without playing a game . The BBC visited the stadium to see how the teams handled the challenges of Scotland , which took place in Glasgow on Saturday . BBC News - Scotland- - and a few weeks ago - had another dramatic victory for Scotland. Rugby 
60	"-lrb - these are some of the most famous attractions in the world , which have taken place across the world in the past few years . this is a full transcript of a series of exhibitions , events , and shows , in which visitors are given a glimpse of their experiences .  But what does this mean for those who want to visit these attractions ? - asks a historian of the museums , BBC News . (  ) ..  . "" ' a "" , "" s n e n' t i n c 'n 't ' c n they 'll 've neither been able to find out what 's going on , but , if you're in a city , you'll have a chance to"
61	"-lrb - in style .com . a new company , a blockbuster , and a wedding . katherine heigl has become the first ever triple-cover girl in the world . she says she 's sorry , she has to take out her invisalign before i eat . the actress says . "" i 'm so sorry, i have to take off my invislignment before  I eat ,'' she tells us . BBC News ' s e n 't 'c 'n't make a big mistake - when -rrb- - has a single - and she is going to make her debut in the coming year - she does not believe it would become a reality TV show , but she has always had a love of getting a lot more -"
62	Officials in southern California are searching for the driver of a suspected arsonist in a wildfire that has destroyed 14 homes and hundreds of other buildings , officials say . Another man has been arrested on arson charges , but none of them have been linked to the wildfires across the county . BBC News's correspondent Stephanie O'Neill looks at how the investigation is being carried out in the southern valleys .
63	Iraq's military says it is improving security in the north-eastern city of baghdad , amid rising tensions between Islamic State (u.s.) and shiite militants . Iraqi troops have been deployed earlier this year to tackle the threat posed by iranian-backed shiite.  But a BBC investigation has revealed that there is a significant increase in the number of attacks in the area , and says there are 
64	Interpol says it is convinced that without the public 's help a man could continue to rape and sexually abuse underage boys , without a public help , it says .
65	The bodies of seven students killed in a house fire in north carolina have been released from hospital , officials say . Officials say they have not yet confirmed who was in the house , and they are believed to be a clemson university student . The BBC's Nick Cain spoke to the usc students . BBC News ' n -rrb -
66	The u.s. embassy in Azerbaijan has closed its doors to the public following a suspected Islamic terror plot , officials say . officials said the threat may or may not be linked to a weekend raid that netted several members of the radical group . the United States says it is concerned that militants are 
67	"-lrb - these guys -rrb- have a lot of egotism . they say they 're a bit of a fool , they're not alone , but they have always been talking about their egotistical attitudes . although they can't afford to leave themselves in suspense about how they feel about themselves , almost all of us are angry , and they. ' ' "" . "" - "" , "" ' and ' they are spending hundreds of hours a week - and there 's no excuse for those who say the -n r r b ' in the age of 20 , it's a long journey . and these people say , there's one thing they need to"
68	The world 's largest international media news agency , r Reuters , is one of the world's biggest broadcasting companies . But what is it and why is it so important to those involved ? The BBC's Chris Stokel-Walker explains why .
69	Novak djokovic , fabrice santoro , Tommy haas , jarkko nieminen , andy murray are among the winners at this year's world masters . They clashed in the first round of the tournament in a week , but they have failed to secure a third place in the finals.    But why does the world's leading tennis player remain fighting for a place at the masters cup - and why is .. .
70	Police in the US state of Nevada say they have found a seven-year-old girl in a videotape being sexually assaulted in Las Vegas , after thousands of tips poured in to show the girl 's picture . They say she is safe , a former animal trainer is being sought by the FBI. FBI says a man has been identified as the suspect in the case of a young girl who was shown on a sex video being raped
71	A Brazilian midfielder has been named  European player of the year , lifting France football 's ballon d'or award . Cristiano Ronaldo has claimed the prize .
72	"The family of seven students who died in a fire at a university in the US state of south carolina have said they are ""heartbroken , confused and confused ,'' following the deaths of seven of their loved ones . They have called for prayers for survivors and the families of those who lost a loved one . BBC News looks at how the tragedy has changed their lives , and how they have been affected by their deaths , the BBC's BBC  .. . the BBC 's clemson University , whose university campuses , in the southern states"
73	British united provident association (bupa) is one of the world's biggest health and care companies . Here is a guide to the company's history . - lrb -
74	John lewis Partnership is a multi-billion pound partnership , which includes a bonus of 18 % each annual wage .
75	"immigration is a growing problem in the US , according to a new report . immigration restrictionists are calling for immigrants to be allowed to leave the country illegally . the BBC's ruben navarrette jr explains why they fear changes in their local culture , and why does it .. . "" Why does the debate really turn to the impact of immigration on American culture ? ' Why is it so controversial ?' - BBC 코리아's"
76	qualcomm , a communications company based in the US , has been named as the world's best known communications firm .
77	The UK's intelligence services have warned that children are being targeted by al-qaeda militants in the country . They say they are increasingly targeting young people and young people in the UK because of their support for al qaeda-inspired terrorism .
78	 Serie A leaders remain in the top of the Italian football league after winning a two-time victory over Fiorentina , which means they have a third place in the league . champions remain at the top .
79	Bahrain's crown prince , sheikh mohammed bin isa al khalifa , has called for greater diplomacy ahead of a visit by the president of iran to the country . jd : what does this mean for the region , and how do you redefine the kingdom's role in the post-oil crisis ?  BBC Afrique -lrb - asks the chief executive of the economic development board , John Defterios , who is leading the   . BBC News . ( a BBC ..  )  
80	A teenager has died in a shooting at a high school in southern  Finland , officials say . The shooting appeared to have been planned out in graphic videos posted on YouTube . They appear to be linked to the 1999 columbine high school massacre , but they say the shooting was planned to be planned . BBC Monitoring reports from northern Finland have been reporting the first mass shooting in more than 30 years , and the first such incident since 1989 . A third teenager - who killed a pupil - killed seven others - is being investigated by police in northern Finlandia - was a young man who threatened to kill a school headmistress - has been killed
81	British motorcyclist lewis hamilton has been crowned the world champion in the race to become the world's first rider to win a crown in a race which takes place in Brazil next month . Powered by a car that was built in the early 1990s , he was knocked out of the race for the first time. While the victory is expected to end in Brazil this weekend , the race is being held to a final in Brazil , where he remains the third 
82	Spanish football fans have been celebrating their victory over atletico Madrid . Here are some of the best players in the Spanish league , which have already lost their first six matches in a row , and which clubs are struggling to keep up with the league's top-scorers - including Ronaldo . 
83	France's squad for this month 's friendly and the euro 2008 qualifier against the Ukrainians has been revealed . Here is the full list of players named in the squad , which have been named by the BBC's Gareth Bale in the run-up to this year's Euro 2008 finals . They are among the   . ( )
84	"A polygamist sect leader tried to hang himself in his cell while he was convicted of being an accomplice to rape , according to court documents released by a judge in the US state of arizona , US media reports say . They claim that a conviction against him could influence a court hearing of the verdict . BBC News explains why the lawyers claim they failed to release a report which revealed his suicide attempt . "" '"
85	Four Australian troops have died in a fighting in southern  Afghanistan , according to Australian and Nato officials . They were killed earlier this week , the Australian defence ministry said .
86	The United Nations (u.n.) says it is investigating two suspected car bombs that have killed at least 76 people in the Algerian city of algiers , which is believed to have been linked to al-qaeda militants . Algeria -lrb - has said it is a serious situation . BBC Monitoring reports from the country's foreign ministry say they are looking for survivors in the rubble of a building destroyed by a powerful explosion. a group claimed responsibility for the attacks . the government says there is no trace
87	China's national broadcasting agency - cnn - is launching a series of boardroom master classes aimed at modern business .
88	"Japan's fuji speedway is to return to the world's biggest racing circuit - a new track that has yet to see a single team put in the single lap . But what is it like for the Japanese Grand Prix ? - and how do they prepare for the new circuits , and what does it mean for their fans ? BBC News .  Powered by a computer-aided design -rrb - the Japanese grands prix has been a hugely popular circuit. - BBC World 's BBC's "" bbc ' s n i n' t u rr r n "" - is the latest phase in the row between the two circuits in the calendar - it's not a long way to explain why"
89	"US President George W. Bush has accused congress of being a ""teenager with a new credit card"" , amid a row over spending cuts in the US . Republicans have rejected a bill which he says would have funded the government for the next five years , but congress says it is acting like a “ teenager 's new credit Card , '' according to a report from the US House of Representatives committee , who says the president '. ' ' and ' in a bid to ' re-elect ', the president has "
90	The suspension of a scottish club's goalkeeper for a breach of uefa rules has prompted the club to appeal against their punishment , according to the club 's lawyers . They say the penalty is proportionate to the incident which saw a fan approach dida .
91	"The first lady of the United Nations has called on Myanmar 's military to make way for a democratic transition to democracy , amid reports that hundreds of people have been detained during demonstrations last month . u.s. says it is a ""friendless regime , but the world watches'' and waits . BBC Monitoring reports ."
92	"US presidential candidates have clashed over immigration , abortion , gun control , and illegal immigration in their first debate on the same stage in over a month . Here is what happened to the two candidates in the debate - and what does it mean for those who believe they believe their views on the bible ?   these are some of the key questions being asked by the BBC's political analysts - when they were asked . a former US mayor rudy giulani and former massachusetts gov. Mitt Romney , who is leading the campaign trail to a new Republican nominee in the US - in the run-up to the Republican presidential debate in which they have been accused of having a ""sanctuary mansion"" in southern Oklahoma , where their attacks were "
93	Witness intimidation has become a major problem in the US state of Colorado , according to a report . But what does it mean for those who have been convicted of crimes against witnesses , and why does the state do nothing to protect them , asks the BBC's Penny Dale . Why does this mean ? a leading lawyer explains why the state spent millions of dollars on witness protection in almost half of big cities - including the city of Denver and a US state - and where they 've spent more than $100,000 a year - to protect their neighbours - with 
94	Three university students have been rescued from a cramped cave after a day-long search , a fire department spokesman says . They were reported missing for more than 30 hours .
95	"US President George W Bush has threatened to veto a bill that would fund veterans care , amid calls for a dialogue on funding levels . The White House says it is committed to getting a spending plan that meets the needs of the American people . Republicans say they welcomed a ""dialogue"" . BBC News went to the White House to discuss the issue ."
96	"Republicans have clashed with former military commander ricardo sanchez , amid a row over the iraq war . republicans say they have not been held accountable , but they say their actions have cost American lives on the battlefield with their ""lust for power"" . US troops have died . BBC   . ( n -rrb - ) - US soldiers died in the Iraq war , and the army . in the US. - in the United Nations . the BBC's "
97	Rugby fans have been reacting to a row over the safety of two players during the world cup semi-finals , which could see their teams become the first nation to defend the title . They have been told they will face disciplinary hearings on Monday .
98	The u.s. military says it doesn't have any secrets about the detention of thousands of iraqi detainees in the Iraqi state of baghdad , according to a senior military official . They say they have taken a pledge not to rejoin the insurgency against the shiite-led . the BBC's Mohammed bin Salman reports .
99	The inquest into the deaths of Princess diana and her lover dodi fayed is expected to hear images of her early stages of pregnancy , a judge has told the jury at the inquest that evidence could be unable to demonstrate whether diana was pregnant when she died in the early hours of her death .  But  a coroner has said they believe they have been responsible for deciding whether they were murdered by the royal family
100	A massive explosion at a chemical plant in the US state of Mississippi has killed four people and injured several others , officials say . The BBC's weekly The Boss series profiles different people from around the world , from the US to the US , and from the world's biggest political parties . This is the story of  . 
101	The grandparents of a murdered US minister have lost their appeal against a court ruling allowing her to visit their three children in a custody battle . They say they are angry they have not seen their children before  Christmas , according to their attorneys and lawyers . The parents of the slain s l rb , who was released from custody last year , have said they believe they will be the best  Christmas ever . BBC News
102	"Two Pakistani television networks have been ordered off the air amid a state of emergency , officials say . They have been banned from broadcasting worldwide via satellite , but they have been forced to shut down because of a lack of licence . The BBC's Imran aslan explains what happened to geo-t   , and why is it a "" window to the world ."
103	In our series of letters from African journalists , the BBC's weekly The Boss series profiles different faiths from around the world . This week we speak to some of the faithful in the i-35 corridor , where prayers are being offered across six states , from southern  Texas to northern minnesota .
104	"The death penalty has dropped to a 13-year low this year , according to the US Supreme Court . Justice officials say the practice is in a ""period of decline '' , but they are not getting the right to impose the punishment where it is supposed to be warranted , and they could take years before it would become acceptable , in the face of rising big-city crime rates , as a result of a ban on lethal injection "
105	The price of alcohol has risen to almost a third in a week , according to the latest figures from the venezuelan government . Why is it so expensive to buy alcohol and cigarettes , and why is the price of sin rising , asks the BBC's Jorge Luis Borges , the chief executive of '   s e l rb - n r r
106	Welcome to our series of letters from African journalists . This week we speak to nasser al ansari , the former deputy prime minister of foreign affairs and technical advisor to qatar . jd : i would like to export the wealth and economic growth of the region to other countries in the region , although we ' a few years ago , it was almost a radical departure from the international monetary fund or world bank giving loans or grants
107	US President Hillary Clinton has called for a change in the way the country deals with obesity , calling it a health crisis , and called on the US to do more to tackle the issue without immediate action . Why does this mean the nation could be at risk without action , clinton has said . BBC News looks at why.  a summit in New York -lrb - cnn -rrb- - is the no. 1 health 
108	Britain's cricket team has been knocked out of the world twenty20 tournament after winning a two-time victory over a neighbouring Indian nation , which could threaten a three-way row between the two nations . Scotland's national team has become the first to win the tournament in a century . BBC Scotland has learned how to celebrate the winnings of the cricket world cup , and how to win their teams .
109	"The u.s. military does not have a policy to deal with the deportation of family members of active duty military members , according to a former military reservist who says he wants to serve his country 100 percent . however , the government doesn't have any policy to tackle such cases . The BBC's BBC  . "" They 're tearing families apart , but they could be deported to their home country , if they're in the armed forces "" - the BBC 's spending hundreds of millions of dollars a year - because of the threat posed by those who 've killed their wife - and their children -"
110	Moscow has secured their first trophy in the post-Soviet Union era with a hard-fought victory in a row between Moscow and city rivals Dynamo .
111	This week , the louvre  Atlanta art gallery opened a second year of exhibitions from Paris , France , with an exhibition about influences on the impressionist movement . what does this mean for the contemporary art industry , and why does it really take a lot of time to celebrate the discovery of a new exhibition ? .   why is this almost impossible to forget , when it opened at the high museum of art in Denver this week ? BBC Culture 's BBC Culture caught up in a huge exhibition of artists
112	"A man arrested on suspicion of raping a three-year-old girl will appear in court next week , a court has heard . a former girlfriend of the suspect has said she knew he was a ""weapons enthusiast ' with only a minor criminal record , but i 've had my share of nightmares  . "" a videotaped rape has been revealed on the internet , and he believed he could have been raped by a police officer . the man 's wife ' assaulted"
113	Scotland 's champions celtic have been knocked down by a third consecutive victory in their bid to become the first British team to qualify for the Premier League title in a bid to win a fourth place in the row . Scotland's second highest-ever league title has been secured by hibernian. Glasgow's new manager says he is happy with the number of chances he has made in the last few weeks .
114	"US President George W. Bush has called for an immediate withdrawal of thousands of troops from iraq by the end of next year , amid a row over the future of the country's civil war . Democratic presidential candidates say they have a right to ask from their leadership in  Washington and from the president to choose. . BBC News looks at the latest twists in a series of letters from the US presidential nominees , and the debate is a BBC snapshot . "" When is enough ? ' - when is it enough? - the president 's promise to withdraw"
115	Argentine midfielder juan roman riquelme scored twice as a victory in the South American qualifiers for the 2010 World Cup , while a second-placed Brazil remains in a semi-final .
